Year,District,Total cases,Total deaths,District code,No:of villages inhabited,No:of villages uninhabited,Number of towns,Number of households,Total population,Males,Females,Area(In sq . km),Population per sq . Km,Number of Sub Centres,Number of  Primary Health Centres,Number of Community Health Centres,Sub Divisional Hospital,District Hospital,Percent_Female,Avg_Household_Size,Total_Health_Facilities,Total_Hospitals,Facilities_Per_100k,Hospitals_Per_100k,Percent_Male,Population_Density in sq km
2008,Barwani,359.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Betul,2173.0,0.0,447.0,1344.0,55.0,10.0,329832.0,1575362.0,799236.0,776126.0,10043.0,157.0,263.0,33.0,10.0,0.0,1.0,49.26651779083157,4.776255790826845,306.0,1.0,19.424106967160565,0.0634774737488907,50.73348220916844,157.0
2008,Bhind,5235.0,0.0,420.0,890.0,47.0,12.0,299233.0,1703005.0,926843.0,776162.0,4459.0,382.0,186.0,20.0,7.0,0.0,1.0,45.57602590714648,5.69123392139236,213.0,1.0,12.50730326687238,0.0587197336472881,54.42397409285351,382.0
2008,Bhopal,4159.0,2.0,444.0,501.0,18.0,3.0,501805.0,2371061.0,1236130.0,1134931.0,2772.0,855.0,63.0,10.0,3.0,2.0,1.0,47.8659553676603,4.725064517093293,76.0,3.0,3.205316101104105,0.1265256355698988,52.1340446323397,855.0
2008,Burhanpur,582.0,0.0,467.0,261.0,2.0,3.0,146341.0,757847.0,388504.0,369343.0,3427.0,221.0,97.0,13.0,4.0,0.0,1.0,48.73582662463532,5.178637565685625,114.0,1.0,15.042614142432445,0.1319527556353723,51.264173375364685,221.0
2008,Chhatarpur,1193.0,1.0,425.0,1085.0,102.0,16.0,356297.0,1762375.0,936121.0,826254.0,8687.0,203.0,192.0,37.0,10.0,0.0,1.0,46.88298460883751,4.946364970796835,239.0,1.0,13.561245478402723,0.0567416128803461,53.11701539116249,203.0
2008,Chhindwara,2413.0,0.0,455.0,1906.0,59.0,24.0,443361.0,2090922.0,1064468.0,1026454.0,11815.0,177.0,341.0,67.0,13.0,2.0,1.0,49.0909751774576,4.716071102329704,421.0,3.0,20.134658299066157,0.1434773750527279,50.909024822542406,177.0
2008,Damoh,955.0,0.0,428.0,1176.0,34.0,9.0,297608.0,1264219.0,661873.0,602346.0,7306.0,173.0,163.0,14.0,6.0,1.0,1.0,47.64570062623644,4.247933523292384,183.0,2.0,14.47534011116745,0.1582004383734147,52.35429937376357,173.0
2008,Datia,574.0,0.0,422.0,586.0,45.0,5.0,160215.0,786754.0,420157.0,366597.0,2902.0,271.0,95.0,10.0,3.0,2.0,1.0,46.596140597950566,4.910613862622101,108.0,3.0,13.727289597510785,0.3813135999308551,53.40385940204944,271.0
2008,Dewas,350.0,0.0,437.0,1057.0,57.0,13.0,308871.0,1563715.0,805359.0,758356.0,7020.0,223.0,180.0,22.0,6.0,1.0,1.0,48.49707267628692,5.062679889015155,208.0,2.0,13.301656631803109,0.1279005445365683,51.502927323713074,223.0
2008,Dhar,1274.0,2.0,438.0,1477.0,58.0,13.0,425914.0,2185793.0,1112725.0,1073068.0,8153.0,268.0,399.0,46.0,15.0,0.0,1.0,49.0928463948782,5.132005522241579,460.0,1.0,21.044993739114364,0.045749986389379,50.9071536051218,268.0
2008,Dindori,1242.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,East Nimar,456.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Guna,4836.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Gwalior,3483.0,0.0,421.0,618.0,37.0,11.0,383845.0,2032036.0,1090327.0,941709.0,4560.0,446.0,101.0,15.0,2.0,4.0,1.0,46.3431258107632,5.2938972762443175,118.0,5.0,5.806983734540136,0.2460586328194972,53.6568741892368,446.0
2008,Harda,354.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Indore,148.0,0.0,439.0,614.0,15.0,24.0,649540.0,3276697.0,1699627.0,1577070.0,3898.0,841.0,111.0,25.0,4.0,3.0,1.0,48.129869804867525,5.044642362287157,140.0,4.0,4.272595238436756,0.1220741496696215,51.87013019513248,841.0
2008,Jabalpur,1200.0,1.0,451.0,1377.0,47.0,24.0,539060.0,2463289.0,1277278.0,1186011.0,5211.0,473.0,185.0,22.0,5.0,3.0,1.0,48.14745651038103,4.569600786554372,212.0,4.0,8.606379519414897,0.1623845192342433,51.85254348961897,473.0
2008,Jhabua,700.0,0.0,464.0,783.0,30.0,5.0,194157.0,1025048.0,515023.0,510025.0,3600.0,285.0,190.0,19.0,7.0,0.0,1.0,49.75620653862063,5.279480008446773,216.0,1.0,21.07218393675223,0.0975564071145936,50.24379346137937,285.0
2008,Katni,212.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Khargone,1317.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Mandla,3201.0,0.0,454.0,1203.0,18.0,8.0,250146.0,1054905.0,525272.0,529633.0,5800.0,182.0,248.0,30.0,9.0,0.0,1.0,50.20670107734819,4.217157180206759,287.0,1.0,27.206241320308465,0.0947952659244197,49.7932989226518,182.0
2008,Mandsaur,483.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Morena,5067.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Narmadapuram,3871.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Narsinghpur,1421.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Neemuch,156.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Panna,3152.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Raisen,1861.0,0.0,446.0,1424.0,61.0,12.0,278895.0,1331597.0,700358.0,631239.0,8466.0,157.0,176.0,19.0,8.0,1.0,1.0,47.40465771551003,4.774545976084189,203.0,2.0,15.244852609310476,0.1501955922099554,52.59534228448997,157.0
2008,Rajgarh,2394.0,0.0,442.0,1677.0,51.0,13.0,345297.0,1545814.0,790212.0,755602.0,6153.0,251.0,166.0,29.0,5.0,3.0,1.0,48.880525082577854,4.476766377929724,200.0,4.0,12.93816720511006,0.2587633441022011,51.11947491742215,251.0
2008,Ratlam,1041.0,0.0,434.0,1053.0,16.0,10.0,296683.0,1455069.0,738241.0,716828.0,4861.0,299.0,158.0,25.0,5.0,2.0,1.0,49.26419296954303,4.904456945628836,188.0,3.0,12.920349481708428,0.2061757896017302,50.73580703045697,299.0
2008,Rewa,1264.0,0.0,430.0,2408.0,311.0,13.0,526065.0,2365106.0,1225100.0,1140006.0,6314.0,375.0,285.0,28.0,11.0,1.0,1.0,48.20105314518673,4.49584366950852,324.0,2.0,13.699174582450006,0.0845628060645062,51.79894685481328,375.0
2008,Sagar,2999.0,2.0,427.0,1901.0,174.0,20.0,517850.0,2378458.0,1256257.0,1122201.0,10252.0,232.0,245.0,27.0,11.0,1.0,1.0,47.181871615979766,4.592947764796756,283.0,2.0,11.898465308195478,0.0840880940508514,52.81812838402024,232.0
2008,Satna,2696.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Sehore,1103.0,1.0,445.0,1031.0,41.0,8.0,257311.0,1311332.0,683743.0,627589.0,6578.0,199.0,154.0,15.0,8.0,1.0,1.0,47.85889462012671,5.096292035707762,177.0,2.0,13.497725976335513,0.1525166776987063,52.14110537987329,199.0
2008,Seoni,1575.0,3.0,456.0,1579.0,8.0,6.0,314767.0,1379131.0,695879.0,683252.0,8758.0,157.0,263.0,30.0,7.0,1.0,1.0,49.542211726079685,4.381434521407899,300.0,2.0,21.752828411514205,0.1450188560767613,50.45778827392032,157.0
2008,Shahdol,1046.0,0.0,460.0,814.0,30.0,8.0,251452.0,1066063.0,540021.0,526042.0,6205.0,172.0,194.0,28.0,7.0,1.0,1.0,49.3443633256196,4.239628239186803,229.0,2.0,21.48090685072083,0.1876061733687408,50.65563667438041,172.0
2008,Shajapur,521.0,0.0,436.0,1071.0,36.0,13.0,300025.0,1512681.0,780520.0,732161.0,6195.0,244.0,174.0,19.0,7.0,4.0,1.0,48.40154665788755,5.04184984584618,200.0,5.0,13.22155827963728,0.330538956990932,51.59845334211245,244.0
2008,Sheopur,8085.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Shivpuri,12997.0,10.0,423.0,1305.0,112.0,7.0,359969.0,1726050.0,919795.0,806255.0,10066.0,171.0,249.0,12.0,8.0,0.0,1.0,46.71098751484604,4.794996235786971,269.0,1.0,15.584716549346776,0.0579357492540772,53.28901248515396,171.0
2008,Sidhi,3540.0,2.0,462.0,1025.0,30.0,4.0,238448.0,1127033.0,575912.0,551121.0,4851.0,232.0,145.0,25.0,6.0,0.0,1.0,48.900165301282215,4.726535764611152,176.0,1.0,15.61622419219313,0.0887285465465518,51.099834698717785,232.0
2008,Tikamgarh,1945.0,8.0,424.0,878.0,85.0,13.0,296116.0,1445166.0,760355.0,684811.0,5048.0,286.0,156.0,20.0,7.0,0.0,1.0,47.38632101779311,4.8804049764281565,183.0,1.0,12.662905161068002,0.0691962030659453,52.61367898220689,286.0
2008,Ujjain,150.0,0.0,435.0,1095.0,6.0,9.0,391438.0,1986864.0,1016289.0,970575.0,6091.0,326.0,172.0,22.0,5.0,6.0,1.0,48.84959413427391,5.075807663027095,199.0,7.0,10.015783667125682,0.3523139983411044,51.15040586572609,326.0
2008,Umaria,1635.0,1.0,431.0,594.0,59.0,7.0,145024.0,644758.0,330674.0,314084.0,4076.0,158.0,89.0,12.0,3.0,0.0,1.0,48.7134707905912,4.445871028243601,104.0,1.0,16.13008291483006,0.1550969511041352,51.286529209408805,158.0
2008,Vidisha,2019.0,6.0,443.0,1536.0,78.0,7.0,299676.0,1458875.0,769568.0,689307.0,7371.0,198.0,146.0,21.0,7.0,2.0,1.0,47.24921600548368,4.868174294905164,174.0,3.0,11.926998543398168,0.205637905920658,52.750783994516325,198.0
2008,Ahmednagar,250.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Akola,216.0,0.0,501.0,864.0,122.0,12.0,395690.0,1813906.0,932334.0,881572.0,5672.81,320.0,178.0,30.0,5.0,1.0,0.0,48.60075439410863,4.584159316636761,213.0,1.0,11.742615107949364,0.0551296483941284,51.39924560589137,320.0
2008,Amravati,916.0,0.0,503.0,1637.0,360.0,12.0,647451.0,2888445.0,1480768.0,1407677.0,12210.0,237.0,333.0,56.0,9.0,4.0,1.0,48.73476905393733,4.461256527521002,398.0,5.0,13.779040279458323,0.1731035210987226,51.26523094606268,237.0
2008,Aurangabad,128.0,1.0,235.0,1742.0,105.0,6.0,391898.0,2540073.0,1318684.0,1221389.0,3305.0,769.0,216.0,70.0,3.0,0.0,1.0,48.08479913766258,6.4814645647591975,289.0,1.0,11.377625761149384,0.039368947270413,51.91520086233742,769.0
2008,Aurangabad,128.0,1.0,235.0,1742.0,105.0,6.0,391898.0,2540073.0,1318684.0,1221389.0,3305.0,769.0,279.0,50.0,10.0,3.0,0.0,48.08479913766258,6.4814645647591975,339.0,3.0,13.346073124670038,0.1181068418112392,51.91520086233742,769.0
2008,Beed,274.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Bhandara,272.0,2.0,506.0,771.0,93.0,12.0,278076.0,1200334.0,605520.0,594814.0,4087.0,294.0,193.0,33.0,7.0,2.0,1.0,49.55404079197957,4.316568132452998,233.0,3.0,19.41126386489094,0.2499304360286387,50.44595920802043,294.0
2008,Buldhana,232.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Chandrapur,2298.0,9.0,509.0,1463.0,329.0,23.0,536686.0,2204307.0,1123834.0,1080473.0,11443.0,193.0,339.0,58.0,11.0,2.0,1.0,49.01644825335128,4.107256384552606,408.0,3.0,18.50921854351504,0.1360971951729046,50.98355174664873,193.0
2008,Dhule,1885.0,0.0,498.0,674.0,4.0,8.0,408874.0,2050862.0,1054031.0,996831.0,7195.0,285.0,232.0,41.0,6.0,3.0,0.0,48.60546443397947,5.01587775207032,279.0,3.0,13.60403576642407,0.1462799544776781,51.39453556602053,285.0
2008,Gadchiroli,11372.0,5.0,508.0,1509.0,166.0,6.0,250435.0,1072942.0,541328.0,531614.0,14412.0,74.0,376.0,45.0,9.0,3.0,1.0,49.54731942639956,4.284313294866932,430.0,4.0,40.076723625321776,0.3728067313983421,50.45268057360044,74.0
2008,Gondia,1543.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Hingoli,19.0,0.0,512.0,675.0,36.0,3.0,228868.0,1177345.0,606294.0,571051.0,4827.0,244.0,132.0,24.0,3.0,1.0,1.0,48.5032849334732,5.144209762832724,159.0,2.0,13.504962436668947,0.1698737413417477,51.4967150665268,244.0
2008,Jalgaon,792.0,3.0,499.0,1487.0,26.0,20.0,903643.0,4229917.0,2197365.0,2032552.0,11765.0,360.0,442.0,77.0,17.0,3.0,1.0,48.05181756521464,4.680960290734284,536.0,4.0,12.67164343886653,0.0945645032751233,51.94818243478536,360.0
2008,Jalna,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Kolhapur,161.0,1.0,530.0,1195.0,21.0,23.0,840240.0,3876001.0,1980658.0,1895343.0,7685.0,504.0,413.0,72.0,16.0,4.0,0.0,48.899445588378335,4.612968913643721,501.0,4.0,12.925693259625062,0.1031991477814376,51.10055441162167,504.0
2008,Latur,134.0,0.0,524.0,928.0,20.0,7.0,481572.0,2454196.0,1273140.0,1181056.0,7157.0,343.0,252.0,46.0,10.0,2.0,0.0,48.12394772055696,5.096218218667199,308.0,2.0,12.549934887026136,0.0814930836819879,51.87605227944304,343.0
2008,Mumbai,26021.0,98.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Nagpur,647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Nagpur MC#,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Nanded,537.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Nandurbar,1272.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Nashik,2046.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Osmanabad,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Parbhani,151.0,0.0,513.0,830.0,13.0,8.0,361130.0,1836086.0,942870.0,893216.0,6214.0,295.0,214.0,31.0,6.0,2.0,1.0,48.64783022146021,5.0842798992052725,251.0,3.0,13.670383631267816,0.1633910394175436,51.35216977853978,295.0
2008,Pune,819.0,7.0,521.0,1852.0,25.0,35.0,2151503.0,9429408.0,4924105.0,4505303.0,15643.0,603.0,539.0,96.0,21.0,3.0,1.0,47.779277341695256,4.382707344586552,656.0,4.0,6.956958485622851,0.042420478570871,52.22072265830474,603.0
2008,Pune MC#,104.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Raigad,1998.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Ratnagiri,644.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2008,Sangli,259.0,0.0,531.0,725.0,3.0,7.0,598386.0,2822143.0,1435728.0,1386415.0,8572.0,329.0,320.0,59.0,12.0,2.0,0.0,49.12631996323361,4.716258401767421,391.0,2.0,13.854719622641376,0.0708681310621042,50.87368003676639,329.0
2008,Satara,377.0,0.0,527.0,1719.0,26.0,22.0,653735.0,3003741.0,1510842.0,1492899.0,10480.0,287.0,400.0,71.0,15.0,2.0,1.0,49.70132245090373,4.594737928977338,486.0,3.0,16.179823759771566,0.0998754553072319,50.29867754909628,287.0
2008,Sindhudurg,186.0,1.0,529.0,740.0,8.0,8.0,209839.0,849651.0,417332.0,432319.0,5207.0,163.0,248.0,38.0,7.0,3.0,1.0,50.88195035373347,4.049061423281659,293.0,4.0,34.484747266818964,0.4707815326528186,49.11804964626653,163.0
2008,Solapur,200.0,1.0,526.0,1143.0,11.0,13.0,873167.0,4317756.0,2227852.0,2089904.0,14895.0,290.0,431.0,77.0,13.0,3.0,0.0,48.40254984302031,4.944937222776399,521.0,3.0,12.066453037179498,0.0694805357227226,51.59745015697968,290.0
2008,Thane,8987.0,5.0,517.0,1704.0,17.0,51.0,2529165.0,11060148.0,5865078.0,5195070.0,9558.0,1157.0,492.0,78.0,14.0,6.0,1.0,46.971071273187306,4.373043277129013,584.0,7.0,5.280218673384841,0.0632902923179689,53.02892872681269,1157.0
2008,Wardha,898.0,1.0,504.0,973.0,403.0,13.0,309846.0,1300774.0,668385.0,632389.0,6309.0,206.0,181.0,27.0,6.0,2.0,1.0,48.616362258163214,4.198130684275414,214.0,3.0,16.451743346653608,0.2306319160745832,51.38363774183679,206.0
2008,Washim,267.0,0.0,502.0,698.0,91.0,4.0,259464.0,1197160.0,620302.0,576858.0,4901.19,244.0,153.0,25.0,7.0,0.0,1.0,48.18553910922517,4.613973422131779,185.0,1.0,15.453239333088309,0.0835310234220989,51.81446089077484,244.0
2008,Yavatmal,1234.0,0.0,510.0,1853.0,284.0,18.0,646886.0,2772348.0,1419965.0,1352383.0,13582.0,204.0,435.0,63.0,14.0,3.0,0.0,48.78114147285983,4.285682485012815,512.0,3.0,18.468099964362334,0.1082115232286855,51.21885852714018,204.0
2009,Bishnupur,9.0,0.0,275.0,48.0,1.0,7.0,46580.0,237399.0,118782.0,118617.0,496.0,479.0,36.0,5.0,2.0,0.0,1.0,49.96524837931078,5.096586517818807,43.0,1.0,18.11296593498709,0.4212317659299323,50.03475162068922,479.0
2009,Chandel,88.0,0.0,280.0,430.0,7.0,1.0,28801.0,144182.0,74579.0,69603.0,3313.0,44.0,26.0,5.0,0.0,1.0,1.0,48.27440318486357,5.006145619943752,31.0,2.0,21.50060340403101,1.387135703485872,51.72559681513642,44.0
2009,Churachandpur,111.0,1.0,274.0,596.0,4.0,3.0,49089.0,274143.0,138820.0,135323.0,4570.0,60.0,61.0,11.0,1.0,0.0,1.0,49.36219418332768,5.58461162378537,73.0,1.0,26.62843844271056,0.3647731293521994,50.63780581667232,60.0
2009,Imphal East,83.0,0.0,278.0,191.0,4.0,15.0,92124.0,456113.0,226094.0,230019.0,709.0,643.0,53.0,11.0,2.0,0.0,0.0,50.43026618403773,4.951076809517606,66.0,0.0,14.470098418593638,0.0,49.56973381596227,643.0
2009,Imphal Urban#,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Imphal West,40.0,0.0,277.0,107.0,17.0,13.0,111156.0,517992.0,255054.0,262938.0,519.0,998.0,51.0,8.0,2.0,0.0,0.0,50.76101561414076,4.66004534168196,61.0,0.0,11.776243648550556,0.0,49.23898438585924,998.0
2009,Jiribam,112.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Kangpokpi,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Senapati,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Tamenglong,125.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Thoubal,33.0,0.0,276.0,87.0,16.0,9.0,85965.0,422168.0,210845.0,211323.0,514.0,821.0,58.0,12.0,5.0,0.0,1.0,50.05661253339903,4.910928866399116,75.0,1.0,17.76543935115878,0.236872524682117,49.943387466600974,821.0
2009,Ukhrul,55.0,0.0,279.0,213.0,0.0,1.0,35694.0,183998.0,94718.0,89280.0,4544.0,40.0,40.0,8.0,1.0,0.0,1.0,48.52226654637551,5.154871967277414,49.0,1.0,26.63072424700268,0.5434841683061772,51.477733453624495,40.0
2009,East Garo Hills,6487.0,10.0,294.0,1058.0,52.0,2.0,58328.0,317917.0,161223.0,156694.0,2603.0,122.0,73.0,16.0,2.0,0.0,1.0,49.28770716885224,5.450504046084213,91.0,1.0,28.623823199136883,0.3145475076828228,50.71229283114776,122.0
2009,East Khasi Hills,601.0,5.0,298.0,923.0,52.0,13.0,164046.0,825922.0,410749.0,415173.0,2748.0,301.0,66.0,23.0,6.0,0.0,2.0,50.26782190085747,5.0346975848237685,95.0,2.0,11.502296827061151,0.2421536174118137,49.73217809914253,301.0
2009,Ri Bhoi,1848.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2009,South Garo Hills,3077.0,5.0,295.0,731.0,73.0,1.0,24527.0,142334.0,73170.0,69164.0,1887.0,75.0,21.0,7.0,1.0,0.0,1.0,48.59274663818905,5.8031557059567005,29.0,1.0,20.374611828516027,0.7025728216729664,51.40725336181096,75.0
2009,West Garo Hills,24919.0,30.0,293.0,1577.0,86.0,1.0,123352.0,643291.0,324159.0,319132.0,3677.0,175.0,82.0,18.0,7.0,0.0,2.0,49.60927480720234,5.215083663013165,107.0,2.0,16.633218869842732,0.31090128728678,50.39072519279766,175.0
2009,West Jaintia Hills,1609.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2009,West Khasi Hills,1075.0,14.0,296.0,1093.0,22.0,2.0,64906.0,383461.0,193715.0,189746.0,5247.0,73.0,61.0,19.0,5.0,0.0,2.0,49.48247670558414,5.90794379564293,85.0,2.0,22.166530625017927,0.5215654264710101,50.51752329441585,73.0
2009,Aizawl,137.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Aizawl West#,174.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Champhai,208.0,0.0,284.0,83.0,7.0,4.0,25520.0,125745.0,63388.0,62357.0,3185.0,39.0,59.0,11.0,2.0,0.0,1.0,49.59004334168357,4.927311912225705,72.0,1.0,57.25873792198497,0.795260248916458,50.40995665831643,39.0
2009,Kolasib,856.0,27.0,282.0,34.0,15.0,4.0,17270.0,83955.0,42918.0,41037.0,1382.0,61.0,29.0,5.0,1.0,0.0,1.0,48.87975701268537,4.861320208453966,35.0,1.0,41.68900005955572,1.1911142874158775,51.12024298731463,61.0
2009,Lawngtlai,201.0,13.0,287.0,159.0,9.0,1.0,22984.0,117894.0,60599.0,57295.0,2557.0,46.0,37.0,6.0,1.0,0.0,1.0,48.59874124213277,5.129394361294814,44.0,1.0,37.32166183181502,0.848219587086705,51.40125875786724,46.0
2009,Lunglei,2530.0,17.0,286.0,161.0,34.0,3.0,33058.0,161428.0,82891.0,78537.0,4536.0,36.0,71.0,9.0,1.0,1.0,1.0,48.65141115543772,4.883175025712385,81.0,2.0,50.177168768739,1.2389424387342964,51.34858884456228,36.0
2009,Mamit,2089.0,13.0,281.0,86.0,37.0,3.0,17731.0,86364.0,44828.0,41536.0,3025.0,29.0,30.0,7.0,1.0,0.0,1.0,48.09411328794405,4.870791269527945,38.0,1.0,43.99981473762216,1.1578898615163726,51.905886712055946,29.0
2009,Saiha,823.0,7.0,288.0,52.0,9.0,1.0,11144.0,56574.0,28594.0,27980.0,1399.0,40.0,24.0,4.0,0.0,0.0,1.0,49.45734789832785,5.076633165829146,28.0,1.0,49.49269982677555,1.7675964223848413,50.54265210167215,40.0
2009,Serchhip,343.0,1.0,285.0,35.0,5.0,3.0,12622.0,64937.0,32851.0,32086.0,1421.0,46.0,26.0,5.0,1.0,0.0,1.0,49.41096755316692,5.14474726667723,32.0,1.0,49.27853149976131,1.5399541093675408,50.58903244683308,46.0
2009,Mon,487.0,0.0,261.0,131.0,0.0,2.0,41978.0,250260.0,131753.0,118507.0,1786.0,140.0,50.0,15.0,2.0,0.0,1.0,47.35355230560218,5.961694220782315,67.0,1.0,26.772156956764967,0.3995844321905218,52.64644769439782,140.0
2009,Dimapur,228.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Kiphire,145.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Kohima,621.0,1.0,270.0,105.0,0.0,3.0,54391.0,267988.0,138966.0,129022.0,1463.0,183.0,40.0,14.0,3.0,0.0,1.0,48.14469304595728,4.927065139453219,57.0,1.0,21.269609086974043,0.3731510366135797,51.85530695404272,183.0
2009,Longleng,132.0,0.0,268.0,49.0,0.0,1.0,11985.0,50484.0,26502.0,23982.0,562.0,90.0,8.0,3.0,0.0,0.0,1.0,47.50415973377704,4.212265331664581,11.0,1.0,21.78908168924808,1.9808256081134616,52.49584026622296,90.0
2009,Mokokchung,1467.0,2.0,262.0,107.0,1.0,4.0,42690.0,194622.0,101092.0,93530.0,1615.0,121.0,51.0,14.0,3.0,0.0,1.0,48.05725971370144,4.558959943780745,68.0,1.0,34.93952379484334,0.513816526394755,51.94274028629857,121.0
2009,Peren,29.0,0.0,271.0,102.0,10.0,2.0,18475.0,95219.0,49714.0,45505.0,1651.0,58.0,16.0,8.0,1.0,0.0,1.0,47.78983186128819,5.1539377537212445,25.0,1.0,26.25526418046818,1.0502105672187274,52.21016813871181,58.0
2009,Phek,595.0,0.0,266.0,117.0,0.0,2.0,36639.0,163418.0,83743.0,79675.0,2026.0,81.0,43.0,23.0,3.0,0.0,1.0,48.75533906913559,4.460219984169874,69.0,1.0,42.22301092902863,0.6119276946236033,51.244660930864406,81.0
2009,Tuensang,473.0,0.0,267.0,138.0,6.0,1.0,36742.0,196596.0,101933.0,94663.0,2536.0,78.0,38.0,12.0,2.0,0.0,1.0,48.15103053978718,5.350715802079364,52.0,1.0,26.450182099330604,0.50865734806405,51.84896946021282,78.0
2009,UVBDS Dimapur#,69.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Wokha,583.0,1.0,264.0,151.0,2.0,1.0,31891.0,166343.0,84505.0,81838.0,1628.0,102.0,37.0,12.0,2.0,0.0,1.0,49.198343182460334,5.215985701295036,51.0,1.0,30.659540828288534,0.6011674672213438,50.80165681753967,102.0
2009,Zunheboto,249.0,7.0,263.0,191.0,0.0,2.0,27835.0,140757.0,71217.0,69540.0,1255.0,112.0,47.0,13.0,2.0,0.0,1.0,49.40429250410281,5.0568349200646665,62.0,1.0,44.04754292859325,0.7104442407837621,50.59570749589718,112.0
2009,Anugul,14695.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Balangir,10735.0,0.0,393.0,1751.0,32.0,8.0,414749.0,1648997.0,830097.0,818900.0,6575.0,251.0,226.0,42.0,15.0,2.0,1.0,49.66049058912782,3.975891442776233,283.0,3.0,17.161947535380598,0.181928772459865,50.33950941087218,251.0
2009,Baleshwar,2022.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Bargarh,2901.0,0.0,370.0,1179.0,27.0,8.0,370308.0,1481255.0,749161.0,732094.0,5837.0,254.0,204.0,46.0,14.0,1.0,1.0,49.423900678816274,4.000062110459401,264.0,2.0,17.82272464903072,0.1350206412805357,50.57609932118372,254.0
2009,Bhadrak,679.0,3.0,378.0,1250.0,62.0,4.0,306333.0,1506337.0,760260.0,746077.0,2505.0,601.0,178.0,50.0,7.0,0.0,1.0,49.52922221255934,4.917318734840843,235.0,1.0,15.6007586615744,0.0663862070705293,50.47077778744066,601.0
2009,Boudh,3968.0,20.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Cuttack,1912.0,0.0,381.0,1854.0,96.0,11.0,579170.0,2624470.0,1352760.0,1271710.0,3932.0,667.0,332.0,57.0,18.0,2.0,1.0,48.45587871074922,4.531432912616331,407.0,3.0,15.5078930222102,0.1143087937755051,51.544121289250775,667.0
2009,Deogarh,9745.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Dhenkanal,10243.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Gajapati,8134.0,1.0,389.0,1499.0,113.0,5.0,128523.0,577817.0,282882.0,294935.0,4325.0,134.0,136.0,20.0,8.0,0.0,1.0,51.04297727481192,4.495825649883678,164.0,1.0,28.382688636713706,0.1730651746141079,48.95702272518808,134.0
2009,Ganjam,17308.0,1.0,388.0,2783.0,412.0,39.0,758267.0,3529031.0,1779218.0,1749813.0,8206.0,430.0,460.0,89.0,30.0,2.0,1.0,49.58338422076768,4.654074356394252,579.0,3.0,16.40677001703867,0.0850091710727392,50.41661577923232,430.0
2009,Jagatsinghapur,538.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2009,Jajapur,4202.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
